,0
211,183.1492
212,183.1664
213,184.0032
214,184.0164
215,184.0654
216,184.0817
217,184.0875
218,184.1062
219,185.0134
220,185.0749
221,185.0796
222,185.0855
223,185.1152
224,185.145
225,185.1541
226,185.1693
227,185.9865
228,186.0126
229,186.0515
230,186.0658
231,186.1228
232,186.1396
233,186.9765
234,187.0354
235,187.0534
236,187.0655
237,187.076
238,187.1055
239,187.9902
240,188.0116
241,188.0252
242,188.0488
243,188.0765
244,188.1146
245,189.0574
246,189.0699
247,189.0868
248,190.0546
249,190.0657
250,190.0767
251,191.0485
252,191.0668
253,191.0812
254,192.0325
255,192.0449
256,192.0602
257,192.0725
258,192.0847
259,192.9865
260,193.0252
261,193.0641
262,193.0972
263,193.1205
264,193.131
265,193.1447
266,194.0513
267,194.0725
268,194.09
269,194.1013
270,194.1051
271,194.1341
272,195.0415
273,195.0572
274,195.0862
275,195.0992
276,195.1347
277,196.0152
278,196.0274
279,196.0435
280,196.0693
281,196.0801
282,196.11
283,196.1676
284,197.0202
285,197.0396
286,197.0569
287,197.075
288,197.0904
289,197.0997
290,197.1075
291,197.149
292,197.1609
293,198.0357
294,198.0705
295,198.0841
296,198.0972
297,198.1007
298,199.0598
299,199.0701
300,199.0866
301,199.1658
302,199.1762
303,200.0148
304,200.0594
305,200.0801
306,200.0916
307,200.1403
308,200.1636
309,201.0166
310,201.0331
311,201.0695
312,201.1227
313,201.9681
314,202.0343
315,202.0513
316,202.0671
317,203.0094
318,203.052
319,203.0671
320,203.0815
321,203.0927
322,204.0588
323,204.0751
324,204.1125
325,205.065
326,205.0816
327,205.0936
328,205.1081
329,205.1446
330,205.1555
331,205.1659
332,205.1937
333,205.209
334,206.0324
335,206.0497
336,206.0647
337,206.0895
338,206.0991
339,206.1074
340,207.0027
341,207.0253
342,207.0384
343,207.0482
344,207.0795
345,207.0921
346,207.1312
347,207.1445
348,208.0312
349,208.0471
350,208.0608
351,208.0715
352,208.0819
353,208.0916
354,208.105
355,208.117
356,208.126
357,208.1511
358,209.0087
359,209.0575
360,209.0782
361,209.0899
362,209.1021
363,209.1429
364,209.1558
365,210.0483
366,210.0618
367,210.0687
368,210.0814
369,210.0993
370,210.1236
371,210.1669
372,211.0232
373,211.0878
374,211.0929
375,211.1049
376,211.1184
377,211.1647
378,212.0116
379,212.0552
380,212.0699
381,212.1033
382,212.1157
383,212.142
384,212.1888
385,213.0097
386,213.0281
387,213.0606
388,213.0736
389,213.0853
390,213.0901
391,213.1791
392,214.0561
393,214.0674
394,214.0835
395,215.0274
396,215.0396
397,215.0735
398,216.0833
399,217.0062
400,217.0302
401,217.0466
402,217.0697
403,217.0874
404,217.0934
405,217.1058
406,217.1197
407,218.0809
408,218.093
409,218.1707
410,219.0277
411,219.04
412,219.0552
413,219.0681
414,219.0798
415,219.0946
416,219.109
417,219.1699
418,219.1863
419,220.0324
420,220.045
421,220.0648
422,220.0792
423,220.0909
424,220.1055
425,220.1187
426,220.1411
427,220.1551
428,220.1594
429,221.007
430,221.0365
431,221.0547
432,221.0684
433,221.1079
434,221.1629
435,221.9956
436,222.047
437,222.0639
438,222.0793
439,222.0958
440,222.1069
441,222.1204
442,222.1631
443,223.0237
444,223.0448
445,223.0736
446,223.0938
447,223.1059
448,223.117
449,223.1723
450,224.0638
451,224.0791
452,224.0995
453,224.1483
454,224.1717
455,224.9928
456,225.0055
457,225.0565
458,225.088
459,225.1071
460,225.1206
461,225.1781
462,225.2183
463,226.0454
464,226.0757
465,226.1026
466,226.1168
467,226.1577
468,227.0792
469,227.0873
470,227.1002
471,227.1117
472,227.1503
473,227.1966
474,227.2124
475,227.2168
476,228.0478
477,228.079
478,228.0972
479,228.1718
480,228.1989
481,229.0453
482,229.0782
483,229.1026
484,229.1548
485,229.1979
486,230.0651
487,231.0814
488,231.1211
489,231.1326
490,231.9388
491,232.0779
492,232.1072
493,232.1266
494,233.0575
495,233.0961
496,233.1105
497,233.1402
498,233.1602
499,234.065
500,234.0836
501,234.123
502,234.1605
503,235.0734
504,235.1042
505,235.1663
506,235.1818
507,236.064
508,236.0793
509,236.0992
510,236.1119
511,236.1464
512,236.3718
513,236.8675
514,237.0506
515,237.0715
516,237.0897
517,237.1043
518,237.1228
519,237.186
520,238.0419
521,238.0564
522,238.0795
523,238.1116
524,238.1618
525,239.0503
526,239.0724
527,239.086
528,239.0941
529,239.1115
530,239.1512
531,239.1982
532,239.2334
533,239.2474
534,239.2549
535,239.2627
536,240.0455
537,240.1184
538,240.1315
539,240.1476
540,240.1574
541,240.2419
542,241.0491
543,241.0955
544,241.1181
545,241.135
546,241.2129
547,241.2273
548,242.0913
549,242.1109
550,242.1881
551,242.2087
552,243.0506
553,243.0832
554,243.0997
555,243.1246
556,243.1473
557,244.0721
558,244.0866
559,244.1018
560,245.093
561,245.1116
562,246.0717
563,246.0872
564,247.0936
565,247.107
566,248.0711
567,248.0818
568,248.0975
569,249.0556
570,249.0894
571,249.1245
572,249.1436
573,249.1599
574,250.0427
575,250.083
576,250.1018
577,250.1186
578,250.1448
579,251.1315
580,251.1525
581,251.2004
582,252.0663
583,252.0837
584,252.1294
585,252.1537
586,253.089
587,253.2122
588,253.2273
589,253.2334
590,254.0745
591,254.1031
592,254.1521
593,254.2038
594,254.2194
595,254.2339
596,254.2403
597,255.0604
598,255.1049
599,255.1195
600,255.152
601,255.2278
602,255.2398
603,255.2577
604,255.3727
605,255.5096
606,255.6549
607,256.0231
608,256.0529
609,256.0813
610,256.098
611,256.1138
612,256.1207
613,256.1326
614,256.2319
615,256.2466
616,256.2533
617,256.2629
618,256.4489
619,257.0381
620,257.0839
621,257.1206
622,257.144
623,257.1592
624,257.2346
625,257.2574
626,258.0522
627,258.0854
628,258.1026
629,258.1146
630,258.1279
631,258.1487
632,258.166
633,259.0503
634,259.0681
635,259.0828
636,259.1045
637,259.1281
638,259.1486
639,259.2415
640,259.2559
641,259.271
642,260.0372
643,260.0776
644,260.0991
645,260.1215
646,260.1553
647,260.2453
648,261.0869
649,261.1517
650,262.0784
651,262.094
652,262.1081
653,262.1176
654,262.1638
655,263.0798
656,263.0987
657,263.1156
658,263.1599
659,263.1776
660,263.1919
661,264.0797
662,264.0944
663,264.1202
664,264.1429
665,264.1609
666,264.1787
667,265.0475
668,265.0714
669,265.1067
670,265.1236
671,265.1404
672,265.2216
673,265.2589
674,266.0385
675,266.111
676,266.129
677,266.1486
678,267.0666
679,267.0877
680,267.1284
681,267.1444
682,267.1628
683,267.1819
684,267.2291
685,267.2663
686,267.283
687,268.0499
688,268.1248
689,268.1575
690,268.1729
691,269.1209
692,269.1409
693,269.1655
694,269.2457
695,270.095
696,270.1214
697,270.1668
698,271.0994
699,271.1205
700,271.1763
701,271.2048
702,271.2203
703,271.2358
704,271.2442
705,272.0768
706,272.0966
707,272.1067
708,272.1278
709,273.0876
710,274.0534
711,274.0987
712,274.1177
713,274.1358
714,275.089
715,275.1067
716,275.1226
717,275.1319
718,275.1616
719,276.0934
720,276.1093
721,276.1341
722,276.1757
723,277.06
724,277.0865
725,277.0975
726,277.1126
727,277.1291
728,277.1463
729,277.1714
730,277.2176
731,277.235
732,277.2483
733,277.2701
734,278.0613
735,278.0815
736,278.1081
737,278.1312
738,278.1624
739,278.1796
740,278.2257
741,279.022
742,279.0368
743,279.0544
744,279.0799
745,279.0954
746,279.1427
747,279.16
748,279.2324
749,280.0356
750,280.1039
751,280.1211
752,280.1355
753,280.1678
754,280.2162
755,280.2342
756,281.0196
757,281.0351
758,281.0655
759,281.1057
760,281.1209
761,281.1402
762,281.1504
763,281.1696
764,281.1921
765,281.2195
766,281.2268
767,281.2436
768,281.2579
769,281.3002
770,281.3406
771,281.3914
772,281.5077
773,282.0583
774,282.0729
775,282.0892
776,282.1114
777,282.1304
778,282.1571
779,282.1858
780,282.2316
781,282.2481
782,282.2646
783,283.0644
784,283.0929
785,283.1369
786,283.1542
787,283.176
788,283.2386
789,283.2598
790,283.2758
791,284.0675
792,284.1084
793,284.1673
794,284.1832
795,284.2518
796,284.267
797,284.2823
798,284.3023
799,284.518
800,285.1013
801,285.1924
802,285.2438
803,285.263
804,285.2822
805,287.1006
806,287.1275
807,288.1325
808,289.1172
809,289.1735
810,290.0862
811,290.1508
812,291.0641
813,291.0849
814,291.1046
815,291.1221
816,291.142
817,291.1916
818,292.1112
819,292.1394
820,292.1539
821,292.1828
822,293.0937
823,293.1332
824,293.1503
825,293.1715
826,293.1907
827,293.2107
828,293.2536
829,294.0679
830,294.0905
831,294.1143
832,294.1351
833,294.152
834,294.1652
835,294.1792
836,294.1907
837,295.0345
838,295.1347
839,295.1521
840,295.2244
841,295.2408
842,295.2641
843,296.062
844,296.1317
845,297.0475
846,297.1511
847,297.1642
848,297.2387
849,297.2569
850,298.0672
851,298.108
852,298.1201
853,298.1299
854,298.1489
855,298.1692
856,299.0885
857,299.1213
858,299.1395
859,299.1865
860,299.2092
861,299.2595
862,300.0862
863,300.1123
864,300.1454
865,300.1699
866,301.0646
867,301.1038
868,301.1232
869,301.1458
870,301.2144
871,301.2407
872,302.0621
873,302.1123
874,302.1211
875,302.1319
876,302.1468
877,302.1582
878,303.0977
879,303.1179
880,303.1392
881,303.214
882,303.2303
883,304.059
884,304.0914
885,304.1081
886,304.1203
887,304.1354
888,304.1472
889,304.1604
890,304.2134
891,304.234
892,304.2522
893,304.2626
894,305.0365
895,305.0554
896,305.0816
897,305.1002
898,305.1159
899,305.1239
900,305.1351
901,305.1552
902,305.2323
903,305.2505
904,305.3578
905,306.0608
906,306.087
907,306.1056
908,306.1273
909,306.1514
910,306.2087
911,306.233
912,306.2521
913,306.2676
914,307.0615
915,307.0855
916,307.1062
917,307.1285
918,307.148
919,307.1806
920,307.2055
921,307.251
922,307.2686
923,308.096
924,308.1164
925,308.1393
926,308.1695
927,308.2007
928,308.2814
929,309.0487
930,309.1084
931,309.1408
932,309.1623
933,309.1934
934,309.2086
935,309.2797
936,309.3141
937,310.0773
938,310.0943
939,310.1349
940,310.15
941,310.2822
942,311.0982
943,311.1487
944,311.1661
945,311.1827
946,311.2157
947,311.2954
948,312.094
949,312.1279
950,312.1438
951,312.1645
952,312.1887
953,313.1132
954,313.13
955,313.1439
956,313.1658
957,313.1858
958,313.2295
959,314.1143
960,314.1567
961,315.1172
962,315.1777
963,316.1158
964,316.1394
965,316.1695
966,317.059
967,317.0986
968,317.1154
969,317.1338
970,317.1755
971,317.2119
972,318.0585
973,318.1198
974,318.1511
975,318.1834
976,319.0969
977,319.1158
978,319.1343
979,319.1774
980,319.2223
981,320.0683
982,320.0967
983,320.1193
984,320.1646
985,320.2278
986,321.1176
987,321.1389
988,321.1582
989,321.202
990,321.2476
991,321.2773
992,322.1186
993,322.1376
994,322.1908
995,323.1038
996,323.135
997,323.1681
998,323.1902
999,323.2126
1000,324.1195
1001,324.158
1002,324.1848
1003,324.7832
1004,324.9666
1005,325.0065
1006,325.1807
1007,325.2012
1008,325.9791
1009,326.067
1010,326.0856
1011,326.1004
1012,326.1129
1013,326.1441
1014,326.1805
1015,326.1973
1016,327.0953
1017,327.1112
1018,327.1283
1019,327.1483
1020,327.1758
1021,327.2175
1022,327.2525
1023,327.2611
1024,328.0822
1025,328.1294
1026,328.2372
1027,328.2551
1028,329.1051
1029,329.1263
1030,329.1481
1031,329.228
1032,329.2477
1033,329.2666
1034,330.067
1035,330.1049
1036,330.1197
1037,330.1309
1038,330.1585
1039,330.2484
1040,330.2738
1041,331.0705
1042,331.1064
1043,331.1505
1044,331.1791
1045,331.2609
1046,331.2831
1047,332.0706
1048,332.1525
1049,332.17
1050,332.2004
1051,332.2666
1052,332.2955
1053,333.0735
1054,333.1051
1055,333.1301
1056,333.1492
1057,333.1621
1058,333.1903
1059,333.2815
1060,334.0701
1061,334.1178
1062,334.1365
1063,334.1543
1064,334.1633
1065,334.1855
1066,335.1121
1067,335.1312
1068,335.1501
1069,335.1811
1070,336.0714
1071,336.1144
1072,336.1366
1073,336.1574
1074,337.0805
1075,337.1519
1076,337.1772
1077,337.1929
1078,337.2385
1079,338.0913
1080,338.1201
1081,338.1408
1082,338.1631
1083,338.1756
1084,338.2712
1085,339.0626
1086,339.1305
1087,339.1583
1088,339.1803
1089,339.1975
1090,339.3201
1091,339.9772
1092,340.0766
1093,340.1797
1094,340.1974
1095,340.2148
1096,340.2916
1097,341.0619
1098,341.107
1099,341.1452
1100,341.169
1101,341.199
1102,341.2178
1103,341.251
1104,342.0714
1105,342.1346
1106,342.2172
1107,343.1438
1108,343.1648
1109,344.1218
1110,344.1388
1111,344.1577
1112,344.1715
1113,345.0757
1114,345.1137
1115,345.125
1116,345.1457
1117,346.0718
1118,346.1148
1119,346.1439
1120,346.164
1121,347.0702
1122,347.145
1123,347.1664
1124,348.0711
1125,348.1488
1126,348.1668
1127,349.1237
1128,349.1299
1129,349.1474
1130,349.1663
1131,349.1754
1132,349.1989
1133,349.2324
1134,350.0744
1135,350.1225
1136,350.1336
1137,350.1525
1138,350.1742
1139,350.2743
1140,351.0815
1141,351.1274
1142,351.1637
1143,351.1911
1144,351.2499
1145,352.0742
1146,352.1363
1147,352.1571
1148,352.1762
1149,352.1897
1150,352.2791
1151,353.0723
1152,353.0997
1153,353.1521
1154,353.1941
1155,353.2125
1156,353.2365
1157,353.2618
1158,354.1516
1159,354.1739
1160,354.209
1161,355.0727
1162,355.1413
1163,355.1617
1164,355.1985
1165,355.2731
1166,356.0806
1167,356.126
1168,356.1567
1169,356.2308
1170,357.1212
1171,357.1605
1172,357.1846
1173,358.1409
1174,358.2298
1175,359.0699
1176,359.1144
1177,359.1579
1178,359.1771
1179,359.1893
1180,360.1294
1181,360.152
1182,360.1771
1183,361.0683
1184,361.0894
1185,361.1383
1186,361.158
1187,362.0662
1188,362.1366
1189,362.158
1190,362.2033
1191,362.2419
1192,363.0654
1193,363.1476
1194,363.1698
1195,363.2085
1196,364.0992
1197,364.1169
1198,364.1433
1199,364.1949
1200,364.232
1201,365.1042
1202,365.1356
1203,365.1603
1204,365.1789
1205,365.212
1206,366.1702
1207,366.2264
1208,367.1121
1209,367.1316
1210,367.1644
1211,367.2153
1212,367.2417
1213,367.3569
1214,368.1713
1215,368.1892
1216,368.2131
1217,368.2401
1218,369.1286
1219,369.1562
1220,369.1751
1221,369.2011
1222,370.1347
1223,370.1637
1224,370.2423
1225,371.0663
1226,371.1521
1227,371.1711
1228,371.1909
1229,371.2317
1230,372.0699
1231,372.1481
1232,372.1693
1233,372.2386
1234,373.0682
1235,373.1312
1236,373.1681
1237,373.2411
1238,374.0662
1239,374.1294
1240,374.1747
1241,374.1898
1242,374.2342
1243,375.1312
1244,375.1479
1245,375.193
1246,375.2025
1247,375.2258
1248,376.1472
1249,376.1675
1250,376.2325
1251,377.0782
1252,377.1473
1253,377.1787
1254,377.2017
1255,377.2443
1256,378.1403
1257,378.1501
1258,378.1766
1259,378.2621
1260,379.1136
1261,379.1491
1262,379.1816
1263,379.2212
1264,380.1625
1265,380.187
1266,381.1337
1267,381.1568
1268,381.1788
1269,381.2587
1270,382.1813
1271,382.2072
1272,382.2337
1273,382.2483
1274,383.1017
1275,383.1602
1276,383.1829
1277,383.2083
1278,383.2481
1279,383.3508
1280,384.1029
1281,384.1506
1282,384.1759
1283,385.0956
1284,385.142
1285,385.1704
1286,385.2009
1287,386.1584
1288,387.1448
1289,387.1903
1290,387.2131
1291,387.2353
1292,388.131
1293,388.1562
1294,388.1818
1295,388.2008
1296,389.1439
1297,389.1711
1298,389.1935
1299,389.2198
1300,389.2419
1301,390.1275
1302,390.1361
1303,390.1563
1304,391.0946
1305,391.1602
1306,391.1805
1307,391.19
1308,391.2186
1309,391.2427
1310,392.1533
1311,392.1722
1312,392.1987
1313,392.2193
1314,393.1479
1315,393.1864
1316,393.2405
1317,393.2681
1318,394.1633
1319,394.1984
1320,394.2209
1321,394.2559
1322,395.1893
1323,395.2704
1324,396.1081
1325,396.1461
1326,396.171
1327,396.2242
1328,396.2614
1329,397.1724
1330,397.196
1331,397.2723
1332,398.1326
1333,398.1681
1334,398.2728
1335,399.1715
1336,399.2012
1337,400.097
1338,400.1686
1339,401.1491
1340,401.1638
1341,401.1867
1342,401.2173
1343,401.2416
1344,401.8919
1345,402.0935
1346,402.1763
1347,402.2513
1348,403.1478
1349,403.1561
1350,403.1765
1351,403.2056
1352,403.2578
1353,403.2906
1354,404.1712
1355,405.1503
1356,405.1736
1357,405.1957
1358,405.2063
1359,405.2194
1360,405.2387
1361,406.1546
1362,406.1735
1363,406.2012
1364,406.2359
1365,407.156
1366,407.1878
1367,407.2201
1368,407.252
1369,408.0968
1370,408.1841
1371,408.2377
1372,408.2653
1373,409.1655
1374,409.2323
1375,409.2628
1376,410.0987
1377,410.1607
1378,410.1827
1379,410.2403
1380,411.1147
1381,411.1482
1382,411.1572
1383,411.2003
1384,411.2385
1385,412.179
1386,412.2072
1387,412.2782
1388,413.1747
1389,413.2497
1390,414.1598
1391,414.1831
1392,414.2086
1393,415.109
1394,415.1758
1395,415.217
1396,415.2389
1397,416.1109
1398,416.1813
1399,416.2015
1400,416.2175
1401,417.1794
1402,417.2043
1403,417.2351
1404,418.109
1405,418.1844
1406,418.2142
1407,418.2384
1408,418.2673
1409,419.0998
1410,419.1599
1411,419.1841
1412,419.2212
1413,419.2525
1414,420.1008
1415,420.1886
1416,420.2108
1417,420.2562
1418,421.102
1419,421.1587
1420,421.1905
1421,421.2709
1422,422.1108
1423,422.1762
1424,422.2039
1425,423.1097
1426,423.1599
1427,423.1818
1428,423.2078
1429,423.2486
1430,423.276
1431,424.1137
1432,424.1371
1433,424.1793
1434,424.2551
1435,425.1078
1436,425.1736
1437,425.2045
1438,425.2531
1439,426.1925
1440,426.2199
1441,426.2656
1442,427.1637
1443,427.1905
1444,427.2681
1445,428.196
1446,428.2581
1447,429.1758
1448,429.1928
1449,429.227
1450,429.2361
1451,429.2634
1452,430.1061
1453,430.1566
1454,430.1704
1455,430.1953
1456,430.2213
1457,431.1933
1458,431.242
1459,431.2784
1460,432.1985
1461,432.224
1462,432.269
1463,433.1093
1464,433.1766
1465,433.2013
1466,433.2252
1467,433.2446
1468,433.2649
1469,433.2932
1470,434.1136
1471,434.1781
1472,434.2025
1473,434.228
1474,434.2562
1475,435.162
1476,435.1964
1477,435.2249
1478,435.2487
1479,435.2876
1480,436.1446
1481,436.1774
1482,436.209
1483,436.237
1484,436.2536
1485,436.277
1486,436.3013
1487,437.1124
1488,437.1605
1489,437.1803
1490,437.2038
1491,437.2677
1492,437.2941
1493,438.161
1494,438.1985
1495,438.2751
1496,439.1772
1497,439.2219
1498,439.2712
1499,440.1214
1500,440.1815
1501,440.2126
1502,440.2391
1503,440.2752
1504,441.1208
1505,441.2804
1506,442.1178
1507,442.1887
1508,442.2714
1509,443.1131
1510,443.2019
1511,443.2531
1512,444.1165
1513,444.1735
1514,444.2068
1515,444.2302
1516,444.2827
1517,445.1111
1518,445.1724
1519,445.2055
1520,445.2381
1521,445.2721
1522,446.1105
1523,446.2112
1524,446.2392
1525,446.301
1526,447.1153
1527,447.1528
1528,447.1717
1529,447.1798
1530,447.2097
1531,447.2466
1532,447.2782
1533,448.1907
1534,448.214
1535,448.272
1536,449.1096
1537,449.2135
1538,449.2461
1539,449.265
1540,450.1828
1541,450.2167
1542,450.2462
1543,450.2765
1544,451.1842
1545,451.2174
1546,451.258
1547,451.2823
1548,451.3175
1549,452.1619
1550,452.1766
1551,452.2036
1552,452.2853
1553,452.3172
1554,453.1948
1555,453.2446
1556,453.3005
1557,454.1775
1558,454.2172
1559,454.2441
1560,454.2793
1561,455.1187
1562,455.1817
1563,455.2058
1564,455.2425
1565,456.1142
1566,456.1698
1567,456.2029
1568,456.2322
1569,456.2447
1570,457.1157
1571,457.2057
1572,457.2381
1573,458.117
1574,458.1961
1575,458.2065
1576,458.2225
1577,458.2663
1578,459.1126
1579,459.2164
1580,459.2418
1581,459.2664
1582,459.2883
1583,460.1191
1584,460.1918
1585,460.2276
1586,460.2802
1587,461.1069
1588,461.1922
1589,461.2161
1590,461.2663
1591,462.1965
1592,462.223
1593,462.2703
1594,462.2966
1595,463.1203
1596,463.189
1597,463.221
1598,463.256
1599,463.286
1600,464.1125
1601,464.1782
1602,464.2161
1603,464.2477
1604,464.3128
1605,465.1191
1606,465.1888
1607,465.2326
1608,465.2579
1609,465.3056
1610,466.1262
1611,466.189
1612,466.2302
1613,466.3175
1614,467.1154
1615,467.2552
1616,468.1167
1617,468.2369
1618,468.2608
1619,469.1154
1620,469.2109
1621,469.2391
1622,469.2918
1623,470.129
1624,470.2171
1625,470.2489
1626,471.1233
1627,471.2195
1628,471.248
1629,471.2791
1630,471.312
1631,472.1264
1632,472.2094
1633,472.2565
1634,472.2699
1635,473.1282
1636,473.2191
1637,473.2469
1638,473.2846
1639,474.1247
1640,474.205
1641,474.2312
1642,474.2547
1643,474.2889
1644,475.186
1645,475.2143
1646,475.2498
1647,476.2163
1648,476.2417
1649,476.2505
1650,476.3245
1651,477.1188
1652,477.2362
1653,478.1246
1654,478.2083
1655,478.241
1656,478.2931
1657,478.3306
1658,479.1227
1659,479.1901
1660,479.2504
1661,479.276
1662,479.309
1663,479.3242
1664,480.2054
1665,480.25
1666,480.2795
1667,480.3091
1668,481.2103
1669,481.2347
1670,481.2738
1671,481.2996
1672,481.3191
1673,481.3392
1674,482.2083
1675,482.2515
1676,482.3199
1677,483.1226
1678,483.2195
1679,483.2525
1680,483.2838
1681,483.336
1682,484.181
1683,484.218
1684,484.3461
1685,485.1291
1686,485.222
1687,485.3393
1688,486.2208
1689,486.2442
1690,486.2615
1691,486.2954
1692,486.3426
1693,487.2242
1694,487.3552
1695,488.2165
1696,488.2472
1697,488.3172
1698,489.1244
1699,489.247
1700,489.2753
1701,489.2882
1702,489.3225
1703,489.3669
1704,490.1137
1705,490.1506
1706,490.1929
1707,490.2231
1708,490.3323
1709,491.1058
1710,491.2246
1711,491.2552
1712,491.2835
1713,491.328
1714,492.1686
1715,492.2252
1716,492.3406
1717,493.1804
1718,493.2012
1719,493.2267
1720,493.2813
1721,494.1687
1722,494.2229
1723,494.2476
1724,494.336
1725,495.2264
1726,495.2679
1727,495.3068
1728,496.1924
1729,496.222
1730,496.2615
1731,496.2866
1732,496.3429
1733,497.2326
1734,497.2805
1735,497.3041
1736,497.3381
1737,498.2304
1738,498.2711
1739,498.3068
1740,498.3543
1741,499.1343
1742,499.2005
1743,499.2382
1744,499.3074
1745,499.3513
1746,500.2098
1747,500.2265
1748,500.2732
1749,500.2985
1750,500.3236
1751,500.3575
1752,501.1401
1753,501.2322
1754,501.2775
1755,501.3322
1756,502.2305
1757,502.2714
1758,502.2911
1759,502.3294
1760,503.2054
1761,503.2403
1762,503.3355
1763,504.1598
1764,504.2083
1765,504.237
1766,504.2773
1767,504.3217
1768,504.3524
1769,505.1278
1770,505.2388
1771,505.2894
1772,505.314
1773,505.3644
1774,506.1391
1775,506.2328
1776,506.3261
1777,506.3527
1778,507.2268
1779,507.2604
1780,507.2894
1781,507.3288
1782,508.2158
1783,508.2416
1784,508.3446
1785,509.2
1786,509.2404
1787,509.272
1788,509.2904
1789,509.3201
1790,509.3546
1791,510.2067
1792,510.2443
1793,510.2983
1794,510.3477
1795,511.2454
1796,511.3104
1797,511.3769
1798,511.4715
1799,512.2418
1800,512.3259
1801,512.4727
1802,513.2478
1803,513.2868
1804,514.2765
1805,514.3378
1806,514.3678
1807,515.292
1808,515.3351
1809,516.14
1810,516.2764
1811,516.3438
1812,517.1625
1813,517.2536
1814,517.2965
1815,517.3366
1816,518.2465
1817,518.2873
1818,518.3208
1819,519.1371
1820,519.2616
1821,519.2977
1822,519.3148
1823,519.362
1824,520.2767
1825,520.3085
1826,520.3444
1827,521.1282
1828,521.264
1829,521.3443
1830,522.318
1831,522.3672
1832,523.224
1833,523.254
1834,523.3346
1835,523.3611
1836,524.2764
1837,524.3444
1838,525.1627
1839,525.2604
1840,525.2951
1841,525.3407
1842,525.3658
1843,526.2511
1844,526.3323
1845,526.3666
1846,527.1486
1847,527.2184
1848,527.2575
1849,527.2868
1850,527.3411
1851,528.225
1852,528.2544
1853,528.2881
1854,528.3276
1855,528.3584
1856,529.3007
1857,529.3417
1858,529.3768
1859,530.1574
1860,530.2614
1861,530.292
1862,530.3446
1863,531.2662
1864,531.3092
1865,531.349
1866,531.3766
1867,532.2283
1868,532.3423
1869,533.2667
1870,533.3864
1871,534.2881
1872,534.3506
1873,534.3776
1874,535.2183
1875,535.2736
1876,535.3517
1877,535.3837
1878,536.2689
1879,536.3077
1880,536.3458
1881,536.4971
1882,537.2668
1883,537.3497
1884,537.3845
1885,537.4888
1886,538.2315
1887,538.2704
1888,538.3424
1889,538.3828
1890,539.2448
1891,539.2769
1892,539.5057
1893,540.2329
1894,540.2682
1895,540.3469
